Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Russia,636,721,Delta,4.94,11219,76.91
Russia,650,942,Delta,6.46,12161,83.37
Russia,664,533,Delta,3.65,12694,87.02
Russia,678,333,Delta,2.28,13027,89.3
Russia,692,198,Delta,1.36,13225,90.66
Russia,706,289,Delta,1.98,13514,92.64
Russia,720,214,Delta,1.47,13728,94.11
Russia,734,364,Omicron,2.49,14092,96.6
Russia,748,18,0,0.12,14110,96.72
Rwanda,139,1,0,0.08,1,0.08
Rwanda,153,8,0,0.6,9,0.68
Rwanda,181,4,0,0.3,13,0.98
Rwanda,195,4,0,0.3,17,1.28
Rwanda,209,11,0,0.83,28,2.11
Rwanda,223,59,Others,4.44,87,6.55
Rwanda,237,5,0,0.38,92,6.93
Rwanda,279,10,0,0.75,102,7.68
Rwanda,293,8,0,0.6,110,8.28
Rwanda,321,2,0,0.15,112,8.43
Rwanda,335,47,Others,3.54,159,11.97
Rwanda,349,44,Others,3.31,203,15.28
Rwanda,370,56,Others,4.22,259,19.5
Rwanda,384,21,0,1.58,280,21.08
Rwanda,398,21,0,1.58,301,22.66
Rwanda,412,10,0,0.75,311,23.41
Rwanda,426,4,0,0.3,315,23.71
Rwanda,440,21,0,1.58,336,25.29
Rwanda,454,6,0,0.45,342,25.74
Rwanda,468,5,0,0.38,347,26.12
Rwanda,482,8,0,0.6,355,26.72
Rwanda,496,4,0,0.3,359,27.02
Rwanda,510,6,0,0.45,365,27.47
Rwanda,524,119,Delta,8.96,484,36.43
Rwanda,538,59,Delta,4.44,543,40.87
Rwanda,552,21,0,1.58,564,42.45
Rwanda,566,56,Delta,4.22,620,46.67
Rwanda,580,12,0,0.9,632,47.57
Rwanda,594,40,Delta,3.01,672,50.58
Rwanda,608,6,0,0.45,678,51.03
Rwanda,622,5,0,0.38,683,51.41
Rwanda,650,7,0,0.53,690,51.94
Rwanda,678,2,0,0.15,692,52.09
Rwanda,692,3,0,0.23,695,52.32
Rwanda,706,21,0,1.58,716,53.9
Rwanda,720,36,Omicron,2.71,752,56.61
Rwanda,734,18,0,1.36,770,57.97
Rwanda,748,8,0,0.6,778,58.57
Senegal,111,38,Others,2.21,38,2.21
Senegal,125,85,Others,4.94,123,7.15
Senegal,139,28,0,1.63,151,8.78
Senegal,153,116,Others,6.75,267,15.53
Senegal,167,21,0,1.22,288,16.75
Senegal,181,16,0,0.93,304,17.68
Senegal,195,27,0,1.57,331,19.25
Senegal,209,31,Others,1.8,362,21.05
Senegal,223,18,0,1.05,380,22.1
Senegal,237,9,0,0.52,389,22.62
Senegal,251,19,0,1.1,408,23.72
Senegal,265,8,0,0.47,416,24.19
Senegal,279,11,0,0.64,427,24.83
Senegal,293,10,0,0.58,437,25.41
Senegal,307,11,0,0.64,448,26.05
Senegal,321,25,0,1.45,473,27.5
Senegal,335,64,Others,3.72,537,31.22
Senegal,349,267,Others,15.53,804,46.75
Senegal,370,83,Others,4.83,887,51.58
Senegal,384,109,Others,6.34,996,57.92
Senegal,398,53,Others,3.08,1049,61.0
Senegal,412,44,Others,2.56,1093,63.56
Senegal,426,59,Others,3.43,1152,66.99
Senegal,440,78,Others,4.54,1230,71.53
Senegal,454,105,Alpha,6.11,1335,77.64
Senegal,468,136,Others,7.91,1471,85.55
Senegal,482,80,Others,4.65,1551,90.2
Senegal,496,117,Eta,6.8,1668,97.0
Senegal,510,173,Others,10.06,1841,107.06
Senegal,524,159,Others,9.25,2000,116.31
Senegal,538,347,Delta,20.18,2347,136.49
Senegal,552,289,Delta,16.81,2636,153.3
Senegal,566,281,Delta,16.34,2917,169.64
Senegal,580,120,Delta,6.98,3037,176.62
Senegal,594,102,Delta,5.93,3139,182.55
Senegal,608,21,0,1.22,3160,183.77
Senegal,622,5,0,0.29,3165,184.06
Senegal,636,6,0,0.35,3171,184.41
Senegal,650,18,0,1.05,3189,185.46
Senegal,664,10,0,0.58,3199,186.04
Senegal,678,6,0,0.35,3205,186.39
Senegal,692,22,0,1.28,3227,187.67
Senegal,706,20,0,1.16,3247,188.83
Senegal,720,43,Omicron,2.5,3290,191.33
Senegal,734,37,Omicron,2.15,3327,193.48
Senegal,748,37,Omicron,2.15,3364,195.63
Senegal,762,33,Omicron,1.92,3397,197.55
Serbia,111,30,Others,4.37,30,4.37
Serbia,125,8,0,1.16,38,5.53
Serbia,139,3,0,0.44,41,5.97
Serbia,153,11,0,1.6,52,7.57
Serbia,167,13,0,1.89,65,9.46
Serbia,181,27,0,3.93,92,13.39
Serbia,195,33,Others,4.8,125,18.19
Serbia,209,21,0,3.06,146,21.25
Serbia,223,3,0,0.44,149,21.69
Serbia,237,2,0,0.29,151,21.98
Serbia,251,18,0,2.62,169,24.6
Serbia,265,30,Others,4.37,199,28.97
Serbia,279,18,0,2.62,217,31.59
Serbia,293,7,0,1.02,224,32.61
Serbia,307,14,0,2.04,238,34.65
Serbia,321,6,0,0.87,244,35.52
Serbia,335,9,0,1.31,253,36.83
Serbia,349,30,Others,4.37,283,41.2
Serbia,370,6,0,0.87,289,42.07
Serbia,384,14,0,2.04,303,44.11
Serbia,398,12,0,1.75,315,45.86
Serbia,412,18,0,2.62,333,48.48
Serbia,426,11,0,1.6,344,50.08
Serbia,440,1,0,0.15,345,50.23
Serbia,454,10,0,1.46,355,51.69
Serbia,468,16,0,2.33,371,54.02
Serbia,482,29,0,4.22,400,58.24
Serbia,496,18,0,2.62,418,60.86
Serbia,510,5,0,0.73,423,61.59
Serbia,524,1,0,0.15,424,61.74
Serbia,538,16,0,2.33,440,64.07
Serbia,552,18,0,2.62,458,66.69
Serbia,566,9,0,1.31,467,68.0
Serbia,580,2,0,0.29,469,68.29
Serbia,594,19,0,2.77,488,71.06
Serbia,608,3,0,0.44,491,71.5
Serbia,622,3,0,0.44,494,71.94
Serbia,636,25,0,3.64,519,75.58
Serbia,664,21,0,3.06,540,78.64
Serbia,678,1,0,0.15,541,78.79
Serbia,692,31,Delta,4.51,572,83.3
Serbia,706,6,0,0.87,578,84.17
Serbia,720,11,0,1.6,589,85.77
Serbia,734,21,0,3.06,610,88.83
Seychelles,167,2,0,20.22,2,20.22
Seychelles,251,1,0,10.11,3,30.33
Seychelles,265,1,0,10.11,4,40.44
Seychelles,349,5,0,50.55,9,90.99
Seychelles,384,2,0,20.22,11,111.21
Seychelles,398,1,0,10.11,12,121.32
Seychelles,454,1,0,10.11,13,131.43
Seychelles,468,3,0,30.33,16,161.76
Seychelles,482,2,0,20.22,18,181.98
Seychelles,496,44,Beta,444.85,62,626.83
Seychelles,510,54,Delta,545.95,116,1172.78
Seychelles,524,15,0,151.65,131,1324.43
Seychelles,538,4,0,40.44,135,1364.87
Seychelles,552,10,0,101.1,145,1465.97
Seychelles,566,23,0,232.53,168,1698.5
Seychelles,580,97,Delta,980.69,265,2679.19
Seychelles,594,57,Delta,576.28,322,3255.47
Seychelles,608,83,Delta,839.15,405,4094.62
Seychelles,622,59,Delta,596.5,464,4691.12
Seychelles,636,58,Delta,586.39,522,5277.51
Seychelles,650,21,0,212.31,543,5489.82
Seychelles,664,50,Delta,505.51,593,5995.33
Seychelles,678,130,Delta,1314.33,723,7309.66
Seychelles,692,27,0,272.98,750,7582.64
Singapore,111,112,Others,20.54,112,20.54
Singapore,125,72,Others,13.2,184,33.74
Singapore,139,61,Others,11.19,245,44.93
Singapore,153,48,Others,8.8,293,53.73
Singapore,167,74,Others,13.57,367,67.3
Singapore,181,73,Others,13.39,440,80.69
Singapore,195,22,0,4.03,462,84.72
Singapore,209,18,0,3.3,480,88.02
Singapore,223,28,0,5.13,508,93.15
Singapore,237,24,0,4.4,532,97.55
Singapore,251,11,0,2.02,543,99.57
Singapore,265,27,0,4.95,570,104.52
Singapore,279,24,0,4.4,594,108.92
Singapore,293,23,0,4.22,617,113.14
Singapore,307,26,0,4.77,643,117.91
Singapore,321,24,0,4.4,667,122.31
Singapore,335,36,Others,6.6,703,128.91
Singapore,349,98,Others,17.97,801,146.88
Singapore,370,67,Others,12.29,868,159.17
Singapore,384,74,Others,13.57,942,172.74
Singapore,398,42,Others,7.7,984,180.44
Singapore,412,31,Others,5.68,1015,186.12
Singapore,426,45,Others,8.25,1060,194.37
Singapore,440,164,Beta,30.07,1224,224.44
Singapore,454,188,Beta,34.47,1412,258.91
Singapore,468,191,Delta,35.02,1603,293.93
Singapore,482,220,Delta,40.34,1823,334.27
Singapore,496,330,Delta,60.51,2153,394.78
Singapore,510,178,Delta,32.64,2331,427.42
Singapore,524,217,Delta,39.79,2548,467.21
Singapore,538,75,Delta,13.75,2623,480.96
Singapore,552,836,Delta,153.29,3459,634.25
Singapore,566,864,Delta,158.43,4323,792.68
Singapore,580,643,Delta,117.9,4966,910.58
Singapore,594,1008,Delta,184.83,5974,1095.41
Singapore,608,700,Delta,128.36,6674,1223.77
Singapore,622,611,Delta,112.04,7285,1335.81
Singapore,636,571,Delta,104.7,7856,1440.51
Singapore,650,537,Delta,98.47,8393,1538.98
Singapore,664,542,Delta,99.38,8935,1638.36
Singapore,678,466,Delta,85.45,9401,1723.81
Singapore,692,424,Delta,77.75,9825,1801.56
Singapore,706,694,Omicron,127.26,10519,1928.82
Singapore,720,579,Omicron,106.17,11098,2034.99
Singapore,734,691,Omicron,126.71,11789,2161.7
Singapore,748,393,Omicron,72.06,12182,2233.76
Singapore,762,331,Omicron,60.69,12513,2294.45
Sint Maarten (Dutch part),370,10,0,230.3,10,230.3
Sint Maarten (Dutch part),398,40,Others,921.21,50,1151.51
Sint Maarten (Dutch part),412,5,0,115.15,55,1266.66
Sint Maarten (Dutch part),426,7,0,161.21,62,1427.87
Sint Maarten (Dutch part),440,40,Alpha,921.21,102,2349.08
Sint Maarten (Dutch part),454,20,0,460.61,122,2809.69
Sint Maarten (Dutch part),468,33,Alpha,760.0,155,3569.69
Sint Maarten (Dutch part),482,28,0,644.85,183,4214.54
Sint Maarten (Dutch part),496,111,Alpha,2556.37,294,6770.91
Sint Maarten (Dutch part),510,51,Alpha,1174.55,345,7945.46
Sint Maarten (Dutch part),524,68,Alpha,1566.06,413,9511.52
Sint Maarten (Dutch part),538,39,Alpha,898.18,452,10409.7
Sint Maarten (Dutch part),552,67,Delta,1543.03,519,11952.73
Sint Maarten (Dutch part),566,147,Delta,3385.46,666,15338.19
Sint Maarten (Dutch part),580,425,Delta,9787.89,1091,25126.08
Sint Maarten (Dutch part),594,284,Delta,6540.61,1375,31666.69
Sint Maarten (Dutch part),608,148,Delta,3408.49,1523,35075.18
Sint Maarten (Dutch part),622,153,Delta,3523.64,1676,38598.82
Sint Maarten (Dutch part),636,34,Delta,783.03,1710,39381.85
Sint Maarten (Dutch part),650,39,Delta,898.18,1749,40280.03
Sint Maarten (Dutch part),664,17,0,391.52,1766,40671.55
Sint Maarten (Dutch part),678,20,0,460.61,1786,41132.16
Sint Maarten (Dutch part),692,43,Delta,990.3,1829,42122.46
Sint Maarten (Dutch part),706,90,Omicron,2072.73,1919,44195.19
Sint Maarten (Dutch part),720,164,Omicron,3776.97,2083,47972.16
Sint Maarten (Dutch part),734,59,Omicron,1358.79,2142,49330.95
Sint Maarten (Dutch part),748,33,Omicron,760.0,2175,50090.95
Slovakia,111,3,0,0.55,3,0.55
Slovakia,125,1,0,0.18,4,0.73
Slovakia,167,2,0,0.37,6,1.1
Slovakia,181,1,0,0.18,7,1.28
Slovakia,195,1,0,0.18,8,1.46
Slovakia,209,2,0,0.37,10,1.83
Slovakia,223,1,0,0.18,11,2.01
Slovakia,237,4,0,0.73,15,2.74
Slovakia,251,6,0,1.1,21,3.84
Slovakia,265,1,0,0.18,22,4.02
Slovakia,279,1,0,0.18,23,4.2
Slovakia,293,1,0,0.18,24,4.38
Slovakia,307,15,0,2.75,39,7.13
Slovakia,321,55,Others,10.09,94,17.22
Slovakia,335,1,0,0.18,95,17.4
Slovakia,349,149,Others,27.34,244,44.74
Slovakia,370,30,Alpha,5.51,274,50.25
Slovakia,384,118,Alpha,21.65,392,71.9
Slovakia,398,62,Alpha,11.38,454,83.28
Slovakia,412,437,Alpha,80.19,891,163.47
Slovakia,426,583,Alpha,106.99,1474,270.46
Slovakia,440,660,Alpha,121.12,2134,391.58
Slovakia,454,616,Alpha,113.04,2750,504.62
Slovakia,468,337,Alpha,61.84,3087,566.46
Slovakia,482,338,Alpha,62.03,3425,628.49
Slovakia,496,691,Alpha,126.81,4116,755.3
Slovakia,510,594,Alpha,109.01,4710,864.31
Slovakia,524,249,Alpha,45.69,4959,910.0
Slovakia,538,242,Delta,44.41,5201,954.41
Slovakia,552,271,Delta,49.73,5472,1004.14
Slovakia,566,372,Delta,68.27,5844,1072.41
Slovakia,580,619,Delta,113.59,6463,1186.0
Slovakia,594,782,Delta,143.51,7245,1329.51
Slovakia,608,1205,Delta,221.13,8450,1550.64
Slovakia,622,845,Delta,155.07,9295,1705.71
Slovakia,636,1710,Delta,313.8,11005,2019.51
Slovakia,650,1736,Delta,318.57,12741,2338.08
Slovakia,664,2290,Delta,420.24,15031,2758.32
Slovakia,678,1255,Delta,230.31,16286,2988.63
Slovakia,692,1524,Delta,279.67,17810,3268.3
Slovakia,706,393,Delta,72.12,18203,3340.42
Slovakia,720,932,Delta,171.03,19135,3511.45
Slovakia,734,976,Omicron,179.11,20111,3690.56
Slovakia,748,359,Omicron,65.88,20470,3756.44
Slovakia,762,283,Omicron,51.93,20753,3808.37
Slovenia,111,4,0,1.92,4,1.92
Slovenia,139,4,0,1.92,8,3.84
Slovenia,153,11,0,5.29,19,9.13
Slovenia,167,52,Others,25.02,71,34.15
Slovenia,181,58,Others,27.9,129,62.05
Slovenia,195,65,Others,31.27,194,93.32
Slovenia,209,76,Others,36.56,270,129.88
Slovenia,223,101,Others,48.59,371,178.47
Slovenia,237,176,Others,84.67,547,263.14
Slovenia,251,168,Others,80.82,715,343.96
Slovenia,265,343,Others,165.01,1058,508.97
Slovenia,279,365,Others,175.59,1423,684.56
Slovenia,293,904,Others,434.88,2327,1119.44
Slovenia,307,144,Others,69.27,2471,1188.71
Slovenia,321,977,Others,470.0,3448,1658.71
Slovenia,335,899,Others,432.48,4347,2091.19
Slovenia,349,1106,Others,532.06,5453,2623.25
Slovenia,370,380,Others,182.8,5833,2806.05
Slovenia,384,1597,Others,768.26,7430,3574.31
Slovenia,398,1293,Others,622.02,8723,4196.33
Slovenia,412,1468,Others,706.2,10191,4902.53
Slovenia,426,1314,Alpha,632.12,11505,5534.65
Slovenia,440,1672,Alpha,804.34,13177,6338.99
Slovenia,454,2058,Alpha,990.03,15235,7329.02
Slovenia,468,1982,Alpha,953.47,17217,8282.49
Slovenia,482,1274,Alpha,612.88,18491,8895.37
Slovenia,496,701,Alpha,337.23,19192,9232.6
Slovenia,510,659,Alpha,317.02,19851,9549.62
Slovenia,524,385,Alpha,185.21,20236,9734.83
Slovenia,538,474,Delta,228.02,20710,9962.85
Slovenia,552,749,Delta,360.32,21459,10323.17
Slovenia,566,1341,Delta,645.11,22800,10968.28
Slovenia,580,2022,Delta,972.71,24822,11940.99
Slovenia,594,2598,Delta,1249.81,27420,13190.8
Slovenia,608,2162,Delta,1040.06,29582,14230.86
Slovenia,622,2329,Delta,1120.4,31911,15351.26
Slovenia,636,2747,Delta,1321.48,34658,16672.74
Slovenia,650,2857,Delta,1374.4,37515,18047.14
Slovenia,664,2458,Delta,1182.46,39973,19229.6
Slovenia,678,2894,Delta,1392.2,42867,20621.8
Slovenia,692,2503,Delta,1204.1,45370,21825.9
Slovenia,706,2151,Delta,1034.77,47521,22860.67
Slovenia,720,4378,Omicron,2106.1,51899,24966.77
Slovenia,734,2374,Omicron,1142.05,54273,26108.82
Slovenia,748,1147,Omicron,551.78,55420,26660.6
South Africa,111,135,Others,2.25,135,2.25
South Africa,125,93,Others,1.55,228,3.8
South Africa,139,105,Others,1.75,333,5.55
South Africa,153,190,Others,3.16,523,8.71
South Africa,167,292,Others,4.86,815,13.57
South Africa,181,470,Others,7.83,1285,21.4
South Africa,195,551,Others,9.18,1836,30.58
South Africa,209,220,Others,3.66,2056,34.24
South Africa,223,129,Others,2.15,2185,36.39
South Africa,237,356,Others,5.93,2541,42.32
South Africa,251,223,Others,3.71,2764,46.03
South Africa,265,305,Others,5.08,3069,51.11
South Africa,279,363,Others,6.05,3432,57.16
South Africa,293,485,Beta,8.08,3917,65.24
South Africa,307,423,Beta,7.05,4340,72.29
South Africa,321,488,Beta,8.13,4828,80.42
South Africa,335,571,Beta,9.51,5399,89.93
South Africa,349,1584,Beta,26.38,6983,116.31
South Africa,370,567,Beta,9.44,7550,125.75
South Africa,384,393,Beta,6.55,7943,132.3
South Africa,398,297,Beta,4.95,8240,137.25
South Africa,412,225,Beta,3.75,8465,141.0
South Africa,426,449,Beta,7.48,8914,148.48
South Africa,440,324,Beta,5.4,9238,153.88
South Africa,454,250,Beta,4.16,9488,158.04
South Africa,468,390,Beta,6.5,9878,164.54
South Africa,482,545,Beta,9.08,10423,173.62
South Africa,496,648,Beta,10.79,11071,184.41
South Africa,510,1112,Delta,18.52,12183,202.93
South Africa,524,1698,Delta,28.28,13881,231.21
South Africa,538,2233,Delta,37.19,16114,268.4
South Africa,552,1670,Delta,27.81,17784,296.21
South Africa,566,1611,Delta,26.83,19395,323.04
South Africa,580,1252,Delta,20.85,20647,343.89
South Africa,594,1269,Delta,21.14,21916,365.03
South Africa,608,927,Delta,15.44,22843,380.47
South Africa,622,545,Delta,9.08,23388,389.55
South Africa,636,480,Delta,7.99,23868,397.54
South Africa,650,239,Delta,3.98,24107,401.52
South Africa,664,121,Delta,2.02,24228,403.54
South Africa,678,1063,Omicron,17.7,25291,421.24
South Africa,692,2270,Omicron,37.81,27561,459.05
South Africa,706,1503,Omicron,25.03,29064,484.08
South Africa,720,1145,Omicron,19.07,30209,503.15
South Africa,734,903,Omicron,15.04,31112,518.19
South Africa,748,309,Omicron,5.15,31421,523.34
South Korea,111,48,Others,0.94,48,0.94
South Korea,125,64,Others,1.25,112,2.19
South Korea,139,165,Others,3.22,277,5.41
South Korea,153,108,Others,2.11,385,7.52
South Korea,167,159,Others,3.1,544,10.62
South Korea,181,110,Others,2.14,654,12.76
South Korea,195,98,Others,1.91,752,14.67
South Korea,209,124,Others,2.42,876,17.09
South Korea,223,176,Others,3.43,1052,20.52
South Korea,237,64,Others,1.25,1116,21.77
South Korea,251,63,Others,1.23,1179,23.0
South Korea,265,57,Others,1.11,1236,24.11
South Korea,279,84,Others,1.64,1320,25.75
South Korea,293,77,Others,1.5,1397,27.25
South Korea,307,171,Others,3.33,1568,30.58
South Korea,321,162,Others,3.16,1730,33.74
South Korea,335,178,Others,3.47,1908,37.21
South Korea,349,259,Others,5.05,2167,42.26
South Korea,370,146,Others,2.85,2313,45.11
South Korea,384,197,Others,3.84,2510,48.95
South Korea,398,242,Others,4.72,2752,53.67
South Korea,412,258,Others,5.03,3010,58.7
South Korea,426,271,Others,5.28,3281,63.98
South Korea,440,324,Others,6.32,3605,70.3
South Korea,454,408,Others,7.95,4013,78.25
South Korea,468,532,Others,10.37,4545,88.62
South Korea,482,223,Others,4.35,4768,92.97
South Korea,496,210,Others,4.09,4978,97.06
South Korea,510,473,Others,9.22,5451,106.28
South Korea,524,575,Others,11.21,6026,117.49
South Korea,538,715,Delta,13.94,6741,131.43
South Korea,552,1063,Delta,20.72,7804,152.15
South Korea,566,960,Delta,18.71,8764,170.86
South Korea,580,910,Delta,17.74,9674,188.6
South Korea,594,1318,Delta,25.69,10992,214.29
South Korea,608,1216,Delta,23.7,12208,237.99
South Korea,622,937,Delta,18.26,13145,256.25
South Korea,636,1137,Delta,22.16,14282,278.41
South Korea,650,1562,Delta,30.45,15844,308.86
South Korea,664,1581,Delta,30.82,17425,339.68
South Korea,678,1369,Delta,26.68,18794,366.36
South Korea,692,1701,Delta,33.15,20495,399.51
South Korea,706,1793,Delta,34.95,22288,434.46
South Korea,720,1873,Delta,36.51,24161,470.97
South Korea,734,1391,Omicron,27.11,25552,498.08
South Korea,748,138,Omicron,2.69,25690,500.77
Spain,111,181,Others,3.87,181,3.87
Spain,125,96,Others,2.05,277,5.92
Spain,139,64,Others,1.37,341,7.29
Spain,153,73,Others,1.56,414,8.85
Spain,167,141,Others,3.02,555,11.87
Spain,181,149,Others,3.19,704,15.06
Spain,195,171,Others,3.66,875,18.72
Spain,209,253,Others,5.41,1128,24.13
Spain,223,281,Others,6.01,1409,30.14
Spain,237,444,Others,9.5,1853,39.64
Spain,251,488,Others,10.44,2341,50.08
Spain,265,513,Others,10.97,2854,61.05
Spain,279,478,Others,10.23,3332,71.28
Spain,293,361,Others,7.72,3693,79.0
Spain,307,411,Others,8.79,4104,87.79
Spain,321,471,Others,10.08,4575,97.87
Spain,335,968,Others,20.71,5543,118.58
Spain,349,1730,Others,37.01,7273,155.59
Spain,370,2621,Others,56.07,9894,211.66
Spain,384,3043,Others,65.1,12937,276.76
Spain,398,2628,Others,56.22,15565,332.98
Spain,412,2676,Alpha,57.25,18241,390.23
Spain,426,2432,Alpha,52.03,20673,442.26
Spain,440,2795,Alpha,59.79,23468,502.05
Spain,454,2963,Alpha,63.39,26431,565.44
Spain,468,2825,Alpha,60.43,29256,625.87
Spain,482,3344,Alpha,71.54,32600,697.41
Spain,496,2622,Alpha,56.09,35222,753.5
Spain,510,3226,Alpha,69.01,38448,822.51
Spain,524,3002,Alpha,64.22,41450,886.73
Spain,538,5994,Delta,128.23,47444,1014.96
Spain,552,5324,Delta,113.89,52768,1128.85
Spain,566,5525,Delta,118.19,58293,1247.04
Spain,580,3762,Delta,80.48,62055,1327.52
Spain,594,3292,Delta,70.42,65347,1397.94
Spain,608,2335,Delta,49.95,67682,1447.89
Spain,622,1915,Delta,40.97,69597,1488.86
Spain,636,1568,Delta,33.54,71165,1522.4
Spain,650,2188,Delta,46.81,73353,1569.21
Spain,664,2477,Delta,52.99,75830,1622.2
Spain,678,3704,Delta,79.24,79534,1701.44
Spain,692,4341,Delta,92.87,83875,1794.31
Spain,706,4767,Omicron,101.98,88642,1896.29
Spain,720,3661,Omicron,78.32,92303,1974.61
Spain,734,3665,Omicron,78.4,95968,2053.01
Spain,748,2635,Omicron,56.37,98603,2109.38
Spain,762,814,Omicron,17.41,99417,2126.79
Sri Lanka,111,1,0,0.05,1,0.05
Sri Lanka,153,1,0,0.05,2,0.1
Sri Lanka,195,6,0,0.28,8,0.38
Sri Lanka,265,3,0,0.14,11,0.52
Sri Lanka,279,11,0,0.51,22,1.03
Sri Lanka,293,8,0,0.37,30,1.4
Sri Lanka,307,2,0,0.09,32,1.49
Sri Lanka,321,6,0,0.28,38,1.77
Sri Lanka,335,1,0,0.05,39,1.82
Sri Lanka,349,13,0,0.6,52,2.42
Sri Lanka,370,54,Others,2.51,106,4.93
Sri Lanka,384,69,Others,3.21,175,8.14
Sri Lanka,398,52,Others,2.42,227,10.56
Sri Lanka,412,24,0,1.12,251,11.68
Sri Lanka,426,48,Others,2.23,299,13.91
Sri Lanka,440,12,0,0.56,311,14.47
Sri Lanka,454,8,0,0.37,319,14.84
Sri Lanka,468,67,Alpha,3.12,386,17.96
Sri Lanka,482,44,Alpha,2.05,430,20.01
Sri Lanka,496,44,Alpha,2.05,474,22.06
Sri Lanka,510,61,Alpha,2.84,535,24.9
Sri Lanka,524,142,Alpha,6.61,677,31.51
Sri Lanka,538,71,Alpha,3.3,748,34.81
Sri Lanka,552,82,Alpha,3.81,830,38.62
Sri Lanka,566,118,Delta,5.49,948,44.11
Sri Lanka,580,103,Delta,4.79,1051,48.9
Sri Lanka,594,223,Delta,10.37,1274,59.27
Sri Lanka,608,143,Delta,6.65,1417,65.92
Sri Lanka,622,83,Delta,3.86,1500,69.78
Sri Lanka,636,168,Delta,7.81,1668,77.59
Sri Lanka,650,112,Delta,5.21,1780,82.8
Sri Lanka,664,119,Delta,5.54,1899,88.34
Sri Lanka,678,107,Delta,4.98,2006,93.32
Sri Lanka,692,230,Delta,10.7,2236,104.02
Sri Lanka,706,207,Delta,9.63,2443,113.65
Sri Lanka,720,212,Omicron,9.86,2655,123.51
Sri Lanka,734,186,Omicron,8.65,2841,132.16
Sri Lanka,748,151,Omicron,7.02,2992,139.18
Sri Lanka,762,113,Omicron,5.26,3105,144.44
Suriname,111,1,0,1.69,1,1.69
Suriname,153,3,0,5.07,4,6.76
Suriname,167,33,Others,55.76,37,62.52
Suriname,181,24,0,40.55,61,103.07
Suriname,195,2,0,3.38,63,106.45
Suriname,209,22,0,37.17,85,143.62
Suriname,223,3,0,5.07,88,148.69
Suriname,335,10,0,16.9,98,165.59
Suriname,349,6,0,10.14,104,175.73
Suriname,370,18,0,30.42,122,206.15
Suriname,384,8,0,13.52,130,219.67
Suriname,398,9,0,15.21,139,234.88
Suriname,412,31,Others,52.38,170,287.26
Suriname,426,13,0,21.97,183,309.23
Suriname,440,57,Gamma,96.32,240,405.55
Suriname,454,49,Gamma,82.8,289,488.35
Suriname,468,23,0,38.86,312,527.21
Suriname,482,43,Gamma,72.66,355,599.87
Suriname,496,53,Gamma,89.56,408,689.43
Suriname,510,37,Gamma,62.52,445,751.95
Suriname,524,50,Gamma,84.49,495,836.44
Suriname,538,39,Gamma,65.9,534,902.34
Suriname,552,35,Gamma,59.14,569,961.48
Suriname,566,50,Gamma,84.49,619,1045.97
Suriname,580,43,Gamma,72.66,662,1118.63
Suriname,594,57,Delta,96.32,719,1214.95
Suriname,608,64,Delta,108.15,783,1323.1
Suriname,622,31,Delta,52.38,814,1375.48
Suriname,636,39,Delta,65.9,853,1441.38
Suriname,650,16,0,27.04,869,1468.42
Suriname,664,23,0,38.86,892,1507.28
Suriname,678,17,0,28.73,909,1536.01
Suriname,692,26,0,43.93,935,1579.94
Suriname,706,18,0,30.42,953,1610.36
Suriname,720,22,0,37.17,975,1647.53
Sweden,111,52,Others,5.12,52,5.12
Sweden,125,81,Others,7.97,133,13.09
Sweden,139,83,Others,8.17,216,21.26
Sweden,153,36,Others,3.54,252,24.8
Sweden,167,43,Others,4.23,295,29.03
Sweden,181,40,Others,3.94,335,32.97
Sweden,195,15,0,1.48,350,34.45
Sweden,209,41,Others,4.04,391,38.49
Sweden,223,43,Others,4.23,434,42.72
Sweden,237,38,Others,3.74,472,46.46
Sweden,251,54,Others,5.31,526,51.77
Sweden,265,45,Others,4.43,571,56.2
Sweden,279,43,Others,4.23,614,60.43
Sweden,293,125,Others,12.3,739,72.73
Sweden,307,105,Others,10.33,844,83.06
Sweden,321,145,Others,14.27,989,97.33
Sweden,335,174,Others,17.13,1163,114.46
Sweden,349,824,Others,81.1,1987,195.56
Sweden,370,2203,Others,216.83,4190,412.39
Sweden,384,5546,Others,545.86,9736,958.25
Sweden,398,9307,Alpha,916.03,19043,1874.28
Sweden,412,11288,Alpha,1111.01,30331,2985.29
Sweden,426,13397,Alpha,1318.58,43728,4303.87
Sweden,440,10366,Alpha,1020.26,54094,5324.13
Sweden,454,7416,Alpha,729.91,61510,6054.04
Sweden,468,6773,Alpha,666.62,68283,6720.66
Sweden,482,7046,Alpha,693.49,75329,7414.15
Sweden,496,5268,Alpha,518.5,80597,7932.65
Sweden,510,3876,Alpha,381.49,84473,8314.14
Sweden,524,3330,Alpha,327.75,87803,8641.89
Sweden,538,2237,Delta,220.17,90040,8862.06
Sweden,552,3366,Delta,331.29,93406,9193.35
Sweden,566,4613,Delta,454.03,98019,9647.38
Sweden,580,6159,Delta,606.19,104178,10253.57
Sweden,594,5035,Delta,495.56,109213,10749.13
Sweden,608,4196,Delta,412.99,113409,11162.12
Sweden,622,3370,Delta,331.69,116779,11493.81
Sweden,636,2839,Delta,279.42,119618,11773.23
Sweden,650,4964,Delta,488.58,124582,12261.81
